DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post
-19.0,15.0,1017.0,5.0,7,32.62,0.0,0.0,3.0,3.0,3.0,16.0
-20.0,14.0,1018.0,5.0,7,40.67,0.0,0.0,3.0,3.0,3.0,16.0
-19.0,18.0,1020.0,3.0,7,49.61,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,22.0,1023.0,1.0,7,61.68,0.0,0.0,3.0,3.0,3.0,16.0
-20.0,22.0,1027.0,-1.0,7,76.88,0.0,0.0,3.0,3.0,3.0,16.0
-20.0,23.0,1028.0,-2.0,7,89.84,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,23.0,1029.0,-3.0,7,98.78,0.0,0.0,3.0,3.0,3.0,16.0
-25.0,17.0,1030.0,-4.0,7,113.98,0.0,0.0,3.0,3.0,3.0,16.0
-26.0,17.0,1031.0,-5.0,7,129.18,0.0,0.0,3.0,3.0,3.0,16.0
-25.0,19.0,1031.0,-5.0,7,141.25,0.0,0.0,3.0,3.0,3.0,16.0
-25.0,20.0,1031.0,-6.0,7,150.19,0.0,0.0,3.0,3.0,3.0,16.0
-24.0,22.0,1032.0,-6.0,7,162.26,0.0,0.0,3.0,3.0,3.0,16.0
-24.0,22.0,1033.0,-6.0,7,172.09,0.0,0.0,3.0,3.0,3.0,16.0
-23.0,24.0,1033.0,-6.0,7,181.92,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,29.0,1033.0,-7.0,7,187.73,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,31.0,1033.0,-7.0,7,192.65,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,31.0,1034.0,-7.0,7,196.67,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,29.0,1035.0,-6.0,7,201.59,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,25.0,1036.0,-4.0,7,207.4,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,21.0,1036.0,-3.0,7,216.34,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,19.0,1036.0,-2.0,7,222.15,0.0,0.0,3.0,3.0,3.0,16.0
-23.0,16.0,1035.0,-1.0,7,230.2,0.0,0.0,3.0,3.0,3.0,16.0
-26.0,11.0,1033.0,1.0,7,238.25,0.0,0.0,3.0,3.0,3.0,16.0
-25.0,11.0,1032.0,2.0,7,245.4,0.0,0.0,3.0,3.0,3.0,16.0
-25.0,11.0,1031.0,2.0,7,252.55,0.0,0.0,3.0,3.0,3.0,16.0
-24.0,12.0,1031.0,2.0,7,257.47,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,16.0,1031.0,1.0,3,4.02,0.0,0.0,3.0,3.0,3.0,16.0
-19.0,24.0,1031.0,-1.0,3,7.15,0.0,0.0,3.0,3.0,3.0,16.0
-19.0,24.0,1031.0,-1.0,3,10.28,0.0,0.0,3.0,3.0,3.0,16.0
-17.0,35.0,1031.0,-4.0,3,12.07,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,26.0,1031.0,-1.0,3,15.2,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,35.0,1030.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,30.0,1030.0,-3.0,3,3.13,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,56.0,1030.0,-9.0,8,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,52.0,1029.0,-8.0,8,1.78,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,66.0,1029.0,-11.0,8,2.23,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,72.0,1029.0,-12.0,8,3.12,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,61.0,1028.0,-10.0,7,3.13,0.0,0.0,3.0,3.0,3.0,16.0
-17.0,56.0,1028.0,-10.0,7,4.92,0.0,0.0,3.0,3.0,3.0,16.0
-17.0,66.0,1027.0,-12.0,7,6.71,0.0,0.0,3.0,3.0,3.0,16.0
-17.0,56.0,1027.0,-10.0,7,8.5,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,66.0,1028.0,-13.0,1,1.79,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,52.0,1028.0,-8.0,7,4.02,0.0,0.0,3.0,3.0,3.0,16.0
-16.0,45.0,1027.0,-6.0,7,5.81,0.0,0.0,3.0,3.0,3.0,16.0
-15.0,39.0,1027.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,88.0
-15.0,33.0,1025.0,-1.0,3,1.79,0.0,0.0,3.0,3.0,3.0,85.0
-18.0,24.0,1024.0,0.0,3,3.58,0.0,0.0,3.0,3.0,3.0,90.0
-19.0,20.0,1023.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,127.0
-18.0,21.0,1021.0,2.0,3,1.79,0.0,0.0,3.0,3.0,3.0,144.0
-17.0,24.0,1021.0,1.0,3,4.92,0.0,0.0,3.0,3.0,3.0,203.0
-14.0,36.0,1021.0,-1.0,3,5.81,0.0,0.0,3.0,3.0,3.0,199.0
-13.0,45.0,1021.0,-3.0,3,6.7,0.0,0.0,3.0,3.0,3.0,231.0
-13.0,45.0,1021.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,274.0
-11.0,62.0,1020.0,-5.0,1,0.89,0.0,0.0,3.0,3.0,3.0,340.0
-13.0,57.0,1020.0,-6.0,7,1.79,0.0,0.0,3.0,3.0,3.0,298.0
-11.0,62.0,1020.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,268.0
-11.0,58.0,1019.0,-4.0,7,1.79,0.0,0.0,3.0,3.0,3.0,299.0
-11.0,58.0,1019.0,-4.0,7,3.58,0.0,0.0,3.0,3.0,3.0,300.0
-12.0,49.0,1018.0,-3.0,7,5.37,0.0,0.0,3.0,3.0,3.0,240.0
-11.0,58.0,1017.0,-4.0,7,7.16,0.0,0.0,3.0,3.0,3.0,213.0
-11.0,58.0,1016.0,-4.0,7,10.29,0.0,0.0,3.0,3.0,3.0,171.0
-12.0,49.0,1016.0,-3.0,7,12.08,0.0,0.0,3.0,3.0,3.0,153.0
-11.0,58.0,1016.0,-4.0,7,15.21,0.0,0.0,3.0,3.0,3.0,153.0
-11.0,62.0,1015.0,-5.0,7,17.0,0.0,0.0,3.0,3.0,3.0,140.0
-11.0,58.0,1015.0,-4.0,7,18.79,0.0,0.0,3.0,3.0,3.0,147.0
-11.0,53.0,1015.0,-3.0,1,3.13,0.0,0.0,3.0,3.0,3.0,158.0
-10.0,50.0,1015.0,-1.0,1,6.26,0.0,0.0,3.0,3.0,3.0,153.0
-9.0,47.0,1015.0,1.0,1,9.39,0.0,0.0,3.0,3.0,3.0,154.0
-9.0,40.0,1015.0,3.0,7,1.79,0.0,0.0,3.0,3.0,3.0,143.0
-9.0,38.0,1014.0,4.0,7,4.92,0.0,0.0,3.0,3.0,3.0,90.0
-9.0,33.0,1013.0,6.0,7,8.05,0.0,0.0,3.0,3.0,3.0,55.0
-13.0,20.0,1012.0,8.0,7,16.1,0.0,0.0,3.0,3.0,3.0,52.0
-14.0,19.0,1013.0,8.0,7,24.15,0.0,0.0,3.0,3.0,3.0,41.0
-14.0,20.0,1014.0,7.0,7,32.2,0.0,0.0,3.0,3.0,3.0,29.0
-13.0,22.0,1015.0,7.0,7,39.35,0.0,0.0,3.0,3.0,3.0,37.0
-13.0,25.0,1016.0,5.0,7,47.4,0.0,0.0,3.0,3.0,3.0,49.0
-12.0,30.0,1018.0,4.0,7,52.32,0.0,0.0,3.0,3.0,3.0,56.0
-13.0,29.0,1019.0,3.0,7,56.34,0.0,0.0,3.0,3.0,3.0,38.0
-14.0,27.0,1020.0,3.0,7,62.15,0.0,0.0,3.0,3.0,3.0,37.0
-14.0,27.0,1021.0,3.0,7,67.96,0.0,0.0,3.0,3.0,3.0,28.0
-14.0,33.0,1022.0,0.0,7,71.98,0.0,0.0,3.0,3.0,3.0,20.0
-13.0,39.0,1023.0,-1.0,7,76.9,0.0,0.0,3.0,3.0,3.0,22.0
-15.0,33.0,1023.0,-1.0,1,7.15,0.0,0.0,3.0,3.0,3.0,27.0
-15.0,33.0,1024.0,-1.0,1,12.07,0.0,0.0,3.0,3.0,3.0,34.0
-15.0,36.0,1025.0,-2.0,1,16.09,0.0,0.0,3.0,3.0,3.0,27.0
-15.0,36.0,1025.0,-2.0,1,21.01,0.0,0.0,3.0,3.0,3.0,32.0
-15.0,39.0,1025.0,-3.0,1,25.03,0.0,0.0,3.0,3.0,3.0,28.0
-15.0,39.0,1025.0,-3.0,7,3.13,0.0,0.0,3.0,3.0,3.0,28.0
-15.0,39.0,1026.0,-3.0,7,8.05,0.0,0.0,3.0,3.0,3.0,18.0
-16.0,35.0,1027.0,-3.0,7,12.97,0.0,0.0,3.0,3.0,3.0,17.0
-17.0,30.0,1028.0,-2.0,7,20.12,0.0,0.0,3.0,3.0,3.0,16.0
-18.0,28.0,1029.0,-2.0,7,25.93,0.0,0.0,3.0,3.0,3.0,18.0
-19.0,24.0,1028.0,-1.0,7,35.76,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,17.0,1027.0,1.0,7,44.7,0.0,0.0,3.0,3.0,3.0,12.0
-24.0,13.0,1026.0,1.0,7,53.64,0.0,0.0,3.0,3.0,3.0,13.0
-25.0,12.0,1026.0,1.0,7,62.58,0.0,0.0,3.0,3.0,3.0,23.0
-25.0,12.0,1026.0,1.0,7,72.41,0.0,0.0,3.0,3.0,3.0,21.0
-24.0,13.0,1026.0,1.0,7,82.24,0.0,0.0,3.0,3.0,3.0,13.0
-25.0,13.0,1026.0,0.0,7,91.18,0.0,0.0,3.0,3.0,3.0,14.0
-22.0,17.0,1027.0,0.0,7,99.23,0.0,0.0,3.0,3.0,3.0,23.0
-20.0,22.0,1027.0,-1.0,7,103.25,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,20.0,1027.0,-1.0,7,105.04,0.0,0.0,3.0,3.0,3.0,25.0
-21.0,25.0,1028.0,-4.0,1,0.89,0.0,0.0,3.0,3.0,3.0,20.0
-21.0,21.0,1027.0,-2.0,7,4.02,0.0,0.0,3.0,3.0,3.0,25.0
-22.0,19.0,1027.0,-2.0,7,7.15,0.0,0.0,3.0,3.0,3.0,19.0
-22.0,18.0,1027.0,-1.0,7,12.07,0.0,0.0,3.0,3.0,3.0,24.0
-21.0,25.0,1027.0,-4.0,7,15.2,0.0,0.0,3.0,3.0,3.0,25.0
-21.0,25.0,1026.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,20.0
-19.0,40.0,1026.0,-8.0,1,1.79,0.0,0.0,3.0,3.0,3.0,24.0
-20.0,34.0,1025.0,-7.0,8,0.89,0.0,0.0,3.0,3.0,3.0,17.0
-20.0,37.0,1024.0,-8.0,7,1.79,0.0,0.0,3.0,3.0,3.0,10.0
-18.0,51.0,1024.0,-10.0,8,0.89,0.0,0.0,3.0,3.0,3.0,11.0
-21.0,21.0,1024.0,-2.0,7,4.02,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,20.0,1025.0,-1.0,7,9.83,0.0,0.0,3.0,3.0,3.0,20.0
-24.0,13.0,1025.0,1.0,7,17.88,0.0,0.0,3.0,3.0,3.0,13.0
-25.0,11.0,1025.0,2.0,7,26.82,0.0,0.0,3.0,3.0,3.0,12.0
-24.0,11.0,1024.0,3.0,7,33.97,0.0,0.0,3.0,3.0,3.0,12.0
-25.0,9.0,1023.0,4.0,7,42.02,0.0,0.0,3.0,3.0,3.0,12.0
-24.0,10.0,1022.0,5.0,7,50.07,0.0,0.0,3.0,3.0,3.0,12.0
-25.0,8.0,1020.0,6.0,7,57.22,0.0,0.0,3.0,3.0,3.0,31.0
-25.0,8.0,1020.0,6.0,7,65.27,0.0,0.0,3.0,3.0,3.0,36.0
-23.0,10.0,1020.0,6.0,7,72.42,0.0,0.0,3.0,3.0,3.0,42.0
-22.0,12.0,1020.0,5.0,7,78.23,0.0,0.0,3.0,3.0,3.0,52.0
-21.0,13.0,1020.0,5.0,7,84.04,0.0,0.0,3.0,3.0,3.0,26.0
-20.0,14.0,1020.0,5.0,7,89.85,0.0,0.0,3.0,3.0,3.0,24.0
-20.0,16.0,1020.0,3.0,7,93.87,0.0,0.0,3.0,3.0,3.0,25.0
-20.0,16.0,1020.0,3.0,7,97.89,0.0,0.0,3.0,3.0,3.0,43.0
-19.0,18.0,1021.0,3.0,7,101.02,0.0,0.0,3.0,3.0,3.0,47.0
-19.0,18.0,1020.0,3.0,7,105.94,0.0,0.0,3.0,3.0,3.0,61.0
-18.0,24.0,1020.0,0.0,7,109.96,0.0,0.0,3.0,3.0,3.0,66.0
-18.0,24.0,1020.0,0.0,7,114.88,0.0,0.0,3.0,3.0,3.0,65.0
-15.0,33.0,1020.0,-1.0,8,1.79,0.0,0.0,3.0,3.0,3.0,70.0
-15.0,36.0,1020.0,-2.0,7,0.89,0.0,0.0,3.0,3.0,3.0,36.0
-16.0,30.0,1020.0,-1.0,7,4.02,0.0,0.0,3.0,3.0,3.0,37.0
-16.0,38.0,1019.0,-4.0,7,8.94,0.0,0.0,3.0,3.0,3.0,22.0
-15.0,45.0,1020.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,24.0
-16.0,41.0,1020.0,-5.0,7,3.13,0.0,0.0,3.0,3.0,3.0,29.0
-15.0,48.0,1021.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,35.0
-15.0,31.0,1021.0,0.0,7,4.02,0.0,0.0,3.0,3.0,3.0,35.0
-18.0,19.0,1021.0,3.0,7,8.04,0.0,0.0,3.0,3.0,3.0,33.0
-21.0,13.0,1020.0,5.0,7,12.96,0.0,0.0,3.0,3.0,3.0,32.0
-22.0,11.0,1020.0,6.0,7,18.77,0.0,0.0,3.0,3.0,3.0,25.0
-22.0,10.0,1019.0,7.0,7,25.92,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,10.0,1018.0,7.0,7,35.75,0.0,0.0,3.0,3.0,3.0,26.0
-23.0,9.0,1018.0,7.0,7,45.58,0.0,0.0,3.0,3.0,3.0,32.0
-23.0,9.0,1017.0,7.0,7,52.73,0.0,0.0,3.0,3.0,3.0,36.0
-22.0,11.0,1018.0,6.0,7,58.54,0.0,0.0,3.0,3.0,3.0,37.0
-21.0,13.0,1018.0,5.0,7,64.35,0.0,0.0,3.0,3.0,3.0,45.0
-21.0,13.0,1019.0,5.0,7,70.16,0.0,0.0,3.0,3.0,3.0,71.0
-19.0,16.0,1019.0,4.0,7,74.18,0.0,0.0,3.0,3.0,3.0,67.0
-19.0,15.0,1020.0,5.0,7,78.2,0.0,0.0,3.0,3.0,3.0,69.0
-19.0,19.0,1020.0,2.0,7,81.33,0.0,0.0,3.0,3.0,3.0,94.0
-18.0,21.0,1021.0,2.0,7,84.46,0.0,0.0,3.0,3.0,3.0,85.0
-18.0,22.0,1021.0,1.0,7,87.59,0.0,0.0,3.0,3.0,3.0,35.0
-18.0,22.0,1021.0,1.0,7,90.72,0.0,0.0,3.0,3.0,3.0,26.0
-16.0,35.0,1022.0,-3.0,7,93.85,0.0,0.0,3.0,3.0,3.0,24.0
-15.0,36.0,1022.0,-2.0,7,95.64,0.0,0.0,3.0,3.0,3.0,20.0
-15.0,31.0,1022.0,0.0,7,99.66,0.0,0.0,3.0,3.0,3.0,16.0
-17.0,24.0,1023.0,1.0,7,105.47,0.0,0.0,3.0,3.0,3.0,18.0
-15.0,31.0,1023.0,0.0,7,109.49,0.0,0.0,3.0,3.0,3.0,19.0
-18.0,24.0,1025.0,0.0,7,113.51,0.0,0.0,3.0,3.0,3.0,22.0
-17.0,26.0,1025.0,0.0,7,116.64,0.0,0.0,3.0,3.0,3.0,17.0
-17.0,22.0,1026.0,2.0,7,120.66,0.0,0.0,3.0,3.0,3.0,18.0
-19.0,18.0,1026.0,3.0,7,129.6,0.0,0.0,3.0,3.0,3.0,11.0
-19.0,16.0,1026.0,4.0,7,138.54,0.0,0.0,3.0,3.0,3.0,11.0
-20.0,14.0,1025.0,5.0,7,145.69,0.0,0.0,3.0,3.0,3.0,16.0
-17.0,18.0,1024.0,5.0,1,4.02,0.0,0.0,3.0,3.0,3.0,18.0
-18.0,15.0,1024.0,6.0,1,7.15,0.0,0.0,3.0,3.0,3.0,17.0
-18.0,15.0,1024.0,6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,19.0
-18.0,17.0,1024.0,5.0,3,1.79,0.0,0.0,3.0,3.0,3.0,26.0
-17.0,19.0,1024.0,4.0,3,3.58,0.0,0.0,3.0,3.0,3.0,24.0
-17.0,24.0,1024.0,1.0,1,1.79,0.0,0.0,3.0,3.0,3.0,54.0
-15.0,33.0,1025.0,-1.0,1,2.68,0.0,0.0,3.0,3.0,3.0,71.0
-13.0,39.0,1025.0,-1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,129.0
-8.0,58.0,1026.0,-1.0,3,5.81,0.0,0.0,3.0,3.0,3.0,145.0
-7.0,68.0,1027.0,-2.0,3,10.73,0.0,0.0,3.0,3.0,3.0,101.0
-7.0,68.0,1027.0,-2.0,3,13.86,0.0,0.0,3.0,3.0,3.0,65.0
-8.0,68.0,1027.0,-3.0,3,15.65,0.0,0.0,3.0,3.0,3.0,70.0
-9.0,68.0,1027.0,-4.0,1,0.89,0.0,0.0,3.0,3.0,3.0,67.0
-9.0,68.0,1027.0,-4.0,1,1.78,0.0,0.0,3.0,3.0,3.0,76.0
-9.0,68.0,1027.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,76.0
-9.0,68.0,1026.0,-4.0,3,0.89,0.0,0.0,3.0,3.0,3.0,68.0
-9.0,73.0,1027.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,73.0
-10.0,62.0,1027.0,-4.0,3,0.89,0.0,0.0,3.0,3.0,3.0,73.0
-10.0,62.0,1027.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,64.0
-10.0,73.0,1028.0,-6.0,1,0.89,0.0,0.0,3.0,3.0,3.0,53.0
-9.0,63.0,1028.0,-3.0,3,1.79,0.0,0.0,3.0,3.0,3.0,72.0
-9.0,58.0,1028.0,-2.0,8,0.89,0.0,0.0,3.0,3.0,3.0,78.0
-9.0,54.0,1028.0,-1.0,3,1.79,0.0,0.0,3.0,3.0,3.0,72.0
-10.0,46.0,1027.0,0.0,3,6.71,0.0,0.0,3.0,3.0,3.0,56.0
-12.0,39.0,1026.0,0.0,3,10.73,0.0,0.0,3.0,3.0,3.0,54.0
-14.0,31.0,1026.0,1.0,3,14.75,0.0,0.0,3.0,3.0,3.0,40.0
-14.0,33.0,1025.0,0.0,3,16.54,0.0,0.0,3.0,3.0,3.0,49.0
-12.0,39.0,1026.0,0.0,3,19.67,0.0,0.0,3.0,3.0,3.0,63.0
-10.0,50.0,1025.0,-1.0,3,21.46,0.0,0.0,3.0,3.0,3.0,66.0
-9.0,58.0,1026.0,-2.0,3,23.25,0.0,0.0,3.0,3.0,3.0,64.0
-10.0,54.0,1026.0,-2.0,3,26.38,0.0,0.0,3.0,3.0,3.0,63.0
-10.0,62.0,1027.0,-4.0,3,30.4,0.0,0.0,3.0,3.0,3.0,65.0
-10.0,67.0,1027.0,-5.0,3,34.42,0.0,0.0,3.0,3.0,3.0,64.0
-10.0,67.0,1027.0,-5.0,3,39.34,0.0,0.0,3.0,3.0,3.0,64.0
-11.0,73.0,1027.0,-7.0,3,41.13,0.0,0.0,3.0,3.0,3.0,62.0
-10.0,79.0,1028.0,-7.0,3,42.92,0.0,0.0,3.0,3.0,3.0,56.0
-11.0,78.0,1028.0,-8.0,8,0.89,0.0,0.0,3.0,3.0,3.0,87.0
-11.0,85.0,1028.0,-9.0,8,1.34,0.0,0.0,3.0,3.0,3.0,72.0
-11.0,92.0,1028.0,-10.0,1,1.79,0.0,0.0,3.0,3.0,3.0,104.0
-12.0,85.0,1028.0,-10.0,8,0.89,0.0,0.0,3.0,3.0,3.0,97.0
-13.0,85.0,1028.0,-11.0,1,0.89,0.0,0.0,3.0,3.0,3.0,96.0
-11.0,85.0,1028.0,-9.0,8,0.89,0.0,0.0,3.0,3.0,3.0,86.0
-11.0,78.0,1028.0,-8.0,3,0.89,0.0,0.0,3.0,3.0,3.0,85.0
-10.0,79.0,1029.0,-7.0,7,1.79,0.0,0.0,3.0,3.0,3.0,92.0
-14.0,53.0,1029.0,-6.0,1,4.92,0.0,0.0,3.0,3.0,3.0,55.0
-18.0,35.0,1029.0,-5.0,1,10.73,0.0,0.0,3.0,3.0,3.0,36.0
-20.0,25.0,1029.0,-3.0,1,14.75,0.0,0.0,3.0,3.0,3.0,27.0
-20.0,23.0,1028.0,-2.0,1,16.54,0.0,0.0,3.0,3.0,3.0,25.0
-20.0,22.0,1028.0,-1.0,1,18.33,0.0,0.0,3.0,3.0,3.0,28.0
-20.0,20.0,1027.0,0.0,8,1.79,0.0,0.0,3.0,3.0,3.0,32.0
-22.0,17.0,1027.0,0.0,8,2.68,0.0,0.0,3.0,3.0,3.0,35.0
-22.0,16.0,1027.0,1.0,8,3.57,0.0,0.0,3.0,3.0,3.0,43.0
-19.0,25.0,1027.0,-2.0,1,1.79,0.0,0.0,3.0,3.0,3.0,70.0
-20.0,27.0,1028.0,-4.0,7,3.13,0.0,0.0,3.0,3.0,3.0,83.0
-21.0,23.0,1029.0,-3.0,7,4.02,0.0,0.0,3.0,3.0,3.0,66.0
-19.0,34.0,1029.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,70.0
-16.0,48.0,1029.0,-7.0,1,0.89,0.0,0.0,3.0,3.0,3.0,80.0
-21.0,27.0,1030.0,-5.0,7,1.79,0.0,0.0,3.0,3.0,3.0,88.0
-19.0,40.0,1030.0,-8.0,7,4.92,0.0,0.0,3.0,3.0,3.0,69.0
-20.0,37.0,1030.0,-8.0,7,8.05,0.0,0.0,3.0,3.0,3.0,71.0
-21.0,34.0,1030.0,-8.0,8,0.89,0.0,0.0,3.0,3.0,3.0,62.0
-18.0,51.0,1030.0,-10.0,1,0.89,0.0,0.0,3.0,3.0,3.0,73.0
-17.0,56.0,1030.0,-10.0,8,0.89,0.0,0.0,3.0,3.0,3.0,107.0
-17.0,66.0,1030.0,-12.0,3,0.89,0.0,0.0,3.0,3.0,3.0,94.0
-17.0,71.0,1030.0,-13.0,7,1.79,0.0,0.0,3.0,3.0,3.0,121.0
-17.0,71.0,1030.0,-13.0,7,4.92,0.0,0.0,3.0,3.0,3.0,132.0
-19.0,51.0,1030.0,-11.0,8,0.89,0.0,0.0,3.0,3.0,3.0,161.0
-18.0,56.0,1030.0,-11.0,8,1.34,0.0,0.0,3.0,3.0,3.0,120.0
-18.0,44.0,1030.0,-8.0,7,1.79,0.0,0.0,3.0,3.0,3.0,72.0
-19.0,30.0,1030.0,-4.0,1,3.13,0.0,0.0,3.0,3.0,3.0,58.0
-20.0,23.0,1030.0,-2.0,7,4.92,0.0,0.0,3.0,3.0,3.0,34.0
-22.0,17.0,1029.0,0.0,7,12.07,0.0,0.0,3.0,3.0,3.0,14.0
-23.0,14.0,1027.0,1.0,7,19.22,0.0,0.0,3.0,3.0,3.0,17.0
-24.0,13.0,1026.0,1.0,7,28.16,0.0,0.0,3.0,3.0,3.0,15.0
-25.0,11.0,1026.0,2.0,7,37.1,0.0,0.0,3.0,3.0,3.0,23.0
-22.0,14.0,1026.0,2.0,7,46.93,0.0,0.0,3.0,3.0,3.0,34.0
-21.0,17.0,1026.0,1.0,7,54.08,0.0,0.0,3.0,3.0,3.0,96.0
-22.0,16.0,1026.0,1.0,7,59.0,0.0,0.0,3.0,3.0,3.0,87.0
-17.0,26.0,1027.0,0.0,7,63.02,0.0,0.0,3.0,3.0,3.0,87.0
-20.0,27.0,1027.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,95.0
-20.0,29.0,1028.0,-5.0,7,1.79,0.0,0.0,3.0,3.0,3.0,105.0
-21.0,29.0,1028.0,-6.0,7,4.92,0.0,0.0,3.0,3.0,3.0,114.0
-21.0,31.0,1028.0,-7.0,8,0.45,0.0,0.0,3.0,3.0,3.0,103.0
-21.0,31.0,1028.0,-7.0,7,1.79,0.0,0.0,3.0,3.0,3.0,99.0
-21.0,34.0,1028.0,-8.0,7,4.92,0.0,0.0,3.0,3.0,3.0,102.0
-21.0,37.0,1028.0,-9.0,8,0.89,0.0,0.0,3.0,3.0,3.0,104.0
-19.0,47.0,1028.0,-10.0,8,1.34,0.0,0.0,3.0,3.0,3.0,78.0
-19.0,47.0,1028.0,-10.0,7,1.79,0.0,0.0,3.0,3.0,3.0,33.0
-19.0,55.0,1028.0,-12.0,8,0.89,0.0,0.0,3.0,3.0,3.0,29.0
-18.0,60.0,1028.0,-12.0,3,0.89,0.0,0.0,3.0,3.0,3.0,27.0
-20.0,65.0,1028.0,-15.0,7,4.02,0.0,0.0,3.0,3.0,3.0,27.0
-17.0,56.0,1028.0,-10.0,7,8.04,0.0,0.0,3.0,3.0,3.0,26.0
-19.0,32.0,1028.0,-5.0,7,12.06,0.0,0.0,3.0,3.0,3.0,33.0
-20.0,25.0,1028.0,-3.0,7,15.19,0.0,0.0,3.0,3.0,3.0,29.0
-20.0,23.0,1028.0,-2.0,1,4.02,0.0,0.0,3.0,3.0,3.0,31.0
-22.0,17.0,1027.0,0.0,7,3.13,0.0,0.0,3.0,3.0,3.0,28.0
-22.0,16.0,1025.0,1.0,7,7.15,0.0,0.0,3.0,3.0,3.0,28.0
-22.0,16.0,1025.0,1.0,1,1.79,0.0,0.0,3.0,3.0,3.0,61.0
-23.0,14.0,1024.0,1.0,1,4.92,0.0,0.0,3.0,3.0,3.0,64.0
-23.0,14.0,1024.0,1.0,1,6.71,0.0,0.0,3.0,3.0,3.0,80.0
-22.0,17.0,1024.0,0.0,1,8.5,0.0,0.0,3.0,3.0,3.0,91.0
-20.0,27.0,1025.0,-4.0,1,11.63,0.0,0.0,3.0,3.0,3.0,79.0
-22.0,21.0,1026.0,-3.0,1,14.76,0.0,0.0,3.0,3.0,3.0,48.0
-22.0,21.0,1026.0,-3.0,1,15.65,0.0,0.0,3.0,3.0,3.0,59.0
-20.0,29.0,1027.0,-5.0,7,1.79,0.0,0.0,3.0,3.0,3.0,82.0
-21.0,23.0,1027.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,63.0
-19.0,30.0,1027.0,-4.0,1,1.79,0.0,0.0,3.0,3.0,3.0,48.0
-19.0,30.0,1027.0,-4.0,1,4.92,0.0,0.0,3.0,3.0,3.0,54.0
-19.0,30.0,1027.0,-4.0,1,8.05,0.0,0.0,3.0,3.0,3.0,42.0
-19.0,30.0,1028.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,47.0
-19.0,32.0,1028.0,-5.0,1,1.79,0.0,0.0,3.0,3.0,3.0,87.0
-15.0,45.0,1028.0,-5.0,3,1.79,0.0,0.0,3.0,3.0,3.0,105.0
-13.0,57.0,1028.0,-6.0,1,0.89,0.0,0.0,3.0,3.0,3.0,90.0
-13.0,62.0,1029.0,-7.0,8,0.89,0.0,0.0,3.0,3.0,3.0,101.0
-12.0,67.0,1030.0,-7.0,8,1.78,0.0,0.0,3.0,3.0,3.0,126.0
-19.0,34.0,1030.0,-6.0,1,3.13,0.0,0.0,3.0,3.0,3.0,114.0
-18.0,35.0,1031.0,-5.0,1,4.92,0.0,0.0,3.0,3.0,3.0,103.0
-14.0,45.0,1031.0,-4.0,8,1.79,0.0,0.0,3.0,3.0,3.0,114.0
-13.0,45.0,1031.0,-3.0,3,1.79,0.0,0.0,3.0,3.0,3.0,100.0
-14.0,39.0,1031.0,-2.0,3,3.58,0.0,0.0,3.0,3.0,3.0,72.0
